matter_category,practice_area,ip_matter_flag,ip_matter_type,ip_tech_domain,draft_complexity_tier,expected_claim_count,has_drawings,expected_oa_count,examiner_difficulty_score,rce_risk_flag,experts_required,num_depositions_expected,early_settlement_probability,fto_patent_count,fto_scope_complexity,gen_complexity,gen_duration_days,phase_pleadings,phase_markman,phase_discovery,phase_summary_judgment,phase_trial,complexity_score,duration_days,client_type,client_industry,client_size_revenue,competitive_position,competitor_avg_quote,complexity_urgency,team_effort,team_size,years_as_client,previous_matters,client_satisfaction,total_hours,estimated_cost,fee_structure,is_subscription_model,is_phase_based_model,has_success_fee_component,target_fee,realized_margin_pct,win_probability,won_matter_flag
IP,IP - Patent Drafting,1,Patent Drafting,Other,Simple,23,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.575,30,Existing - Non-Strategic,Tech,18.51,1,15149,1,5,10,8,12,7,58.8,16891,Fixed Fee per Application,0,0,0,26197,58.2,0.191,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,327,0,0,0,0,0,2,327,Existing - Strategic,Other,203.79,0.7,12300,10,9,8,7,46,5,35.6,10611,Fixed Fee,0,0,0,24280,126.7,0.086,0
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.7,0,,0,0,1,1,1,1,1,10,730,Existing - Non-Strategic,Other,31.9,-0.24,37924,8,1,3,5,4,4,551.7,101506,Blended Rate,0,0,0,148200,39.6,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Simple,14,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.35,30,Existing - Non-Strategic,Energy,45.6,0.68,11553,5,3,1,0,3,2,10,2031,Fixed Fee per Application,0,0,0,3911,94.7,0.853,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,554,0,0,0,0,0,2,554,Existing - Non-Strategic,Other,12.1,-0.92,22356,3,4,1,4,36,1,91.4,15682,Hourly,0,0,0,24872,56.1,0.29,1
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,3,1,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Energy,5.41,-0.72,33769,1,7,5,8,15,9,437.6,120960,Phase-Based,0,1,0,217374,75.8,0.044,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,507,0,0,0,0,0,2,507,Existing - Non-Strategic,Life Sciences,38.43,-0.65,18484,2,4,9,7,25,1,50.7,13288,Subscription,1,0,0,25507,96.7,0.13,0
IP,IP - Prosecution,1,Prosecution,Pharma,,0,0,0,7,0,0,0,0,0,,0,0,0,0,0,0,0,7.5,365,New,Tech,58.41,1.91,28231,8,3,9,7,47,5,51.3,8972,Portfolio Subscription,1,0,0,18585,100.8,0.831,1
IP,IP - PTAB,1,PTAB,MedTech,,0,0,0,0,0,1,5,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Tech,10.26,-1.71,34540,1,10,2,4,50,4,602.1,90461,Phase-Based,0,1,0,134122,43.3,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Complex,16,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.4,60,New,Tech,17.15,-1.22,25235,7,10,2,1,5,2,41.5,8323,Fixed Fee per Application,0,0,0,11202,34.6,0.72,1
IP,IP - Patent Drafting,1,Patent Drafting,AI,Simple,18,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.45,30,Existing - Strategic,Tech,11.75,0.68,12136,9,3,8,3,38,10,39.2,9255,Subscription (X applications/year),1,0,0,15482,74.5,0.438,1
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,22,Moderate,0,0,0,0,0,0,0,7.22,30,Existing - Strategic,Life Sciences,39.51,-1.74,21164,5,4,2,2,25,6,62.9,15963,Tiered FTO Pricing,0,0,0,25714,66.1,0.277,1
IP,IP - PTAB,1,PTAB,MedTech,,0,0,0,0,0,3,4,0,0,,0,0,0,0,0,0,0,10,540,New,Energy,78.52,0.94,33814,9,3,4,5,13,10,356.4,54574,Blended Rate,0,0,0,113987,115.7,0.148,0
IP,IP - Patent Drafting,1,Patent Drafting,AI,Simple,13,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.325,30,New,Energy,45.55,0.73,14550,10,5,7,9,13,8,56.7,13120,Hourly,0,0,0,25018,87.1,0.2,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,1,8,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Tech,18.56,-1.47,37656,8,3,1,5,13,3,235,37844,Caps + Collars,0,1,1,72213,84,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,7,366,0,0,0,0,0,7,366,New,Manufacturing,16.07,1.56,27712,5,1,8,7,25,4,80.1,23442,Fixed Fee,0,0,0,45248,92.9,0.188,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Finance,42.03,-1.64,34581,2,6,4,0,7,1,543.2,114934,Phase-Based,0,1,0,182057,63,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,363,0,0,0,0,0,5,363,New,Manufacturing,11.21,1.65,19272,1,2,3,1,28,6,41.2,8550,Success-Based,0,0,1,13894,67.1,0.8,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,163,0,0,0,0,0,4,163,Existing - Strategic,Energy,44.65,-0.27,17766,6,9,11,10,12,4,71.6,13706,Success-Based,0,0,1,20119,37.4,0.368,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,675,0,0,0,0,0,4,675,Existing - Non-Strategic,Other,39.16,0.4,23032,8,3,1,4,27,4,83.4,22759,Fixed Fee,0,0,0,41929,91.1,0.079,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,103,0,0,0,0,0,6,103,Existing - Non-Strategic,Finance,26.32,-0.64,22328,1,9,4,7,2,8,132,38673,Fixed Fee,0,0,0,57448,49.5,0.037,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,2,5,0,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,New,Life Sciences,118.39,0.56,27533,3,6,1,6,28,6,81.7,21680,Volume-based Discount Model,0,0,0,37961,77.5,0.291,1
IP,IP - Prosecution,1,Prosecution,Other,,0,0,2,6,0,0,0,0,0,,0,0,0,0,0,0,0,9,365,Existing - Strategic,Energy,109.84,-1.46,26755,2,5,7,6,35,9,69.8,19807,Fixed Fee per OA,0,0,0,39887,99.3,0.194,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,5,3,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Finance,58.04,1.5,33135,9,5,3,9,23,7,106.7,26810,Hourly,0,0,0,55816,95.4,0.229,0
IP,IP - FTO,1,FTO,Biotech,,0,0,0,0,0,0,0,0,27,Narrow,0,0,0,0,0,0,0,5.27,30,New,Other,48.81,-1.84,14355,1,2,8,1,0,3,62.6,11631,Fixed Fee per FTO,0,0,0,18212,57.3,0.177,0
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.42,0,,0,0,1,1,1,1,1,10,730,Existing - Strategic,Other,32.49,-0.74,41339,5,5,11,9,5,6,629.3,150188,Collar (Risk-Sharing),0,0,1,224265,54.8,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,181,0,0,0,0,0,3,181,Existing - Non-Strategic,Energy,128.17,1.72,13836,7,2,9,5,39,9,152.2,32547,Subscription,1,0,0,77530,140.2,0.166,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,587,0,0,0,0,0,8,587,Existing - Non-Strategic,Energy,18.82,1.51,34946,8,6,5,1,42,5,63.8,15200,Hourly,0,0,0,27881,85.8,0.723,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,36,0,0,0,0,0,2,36,New,Other,19.37,0.72,6560,10,1,2,0,17,5,100.1,20282,Subscription,1,0,0,39067,89.6,0.036,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,541,0,0,0,0,0,6,541,New,Finance,107.12,1.07,27902,2,7,3,7,22,8,103.9,29657,Hourly,0,0,0,51720,79.7,0.185,0
IP,IP - FTO,1,FTO,AI,,0,0,0,0,0,0,0,0,18,Moderate,0,0,0,0,0,0,0,7.18,30,Existing - Non-Strategic,Energy,24.88,1.98,19364,9,7,6,0,19,2,53.8,12953,Risk-Based (Emerging),0,0,1,27725,105.6,0.254,1
IP,IP - Litigation,1,Litigation,Semiconductors,,0,0,0,0,0,0,0,0.24,0,,0,0,1,0,1,1,0,10,730,Existing - Strategic,Energy,15.21,1.01,36636,8,10,6,7,26,7,516.6,109214,Blended Rate,0,0,0,226103,110.1,0.091,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,55,0,0,0,0,0,5,55,Existing - Non-Strategic,Other,14.96,1.91,13587,7,2,4,9,4,7,58.1,9657,Phase-Based,0,1,0,17121,78.1,0.45,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,10,540,New,Energy,18.12,1.77,36720,3,2,6,2,45,4,484.6,144716,Blended Rate,0,0,0,310945,125.6,0.069,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,0,9,0,0,,0,0,0,0,0,0,0,9.8,540,Existing - Non-Strategic,Other,5.62,1.71,38952,10,9,11,7,26,9,316.9,76496,Caps + Collars,0,1,1,168233,126.3,0.166,0
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,34,Moderate,0,0,0,0,0,0,0,7.34,30,Existing - Non-Strategic,Other,12.24,-1.4,19389,9,5,5,1,46,7,80.3,16291,Fixed Fee per FTO,0,0,0,23218,47.8,0.326,0
IP,IP - Patent Drafting,1,Patent Drafting,AI,Complex,23,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.575,60,Existing - Strategic,Life Sciences,16.25,0.41,24825,8,2,9,0,21,9,59.8,14761,Hourly,0,0,0,25615,64.8,0.577,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,453,0,0,0,0,0,4,453,Existing - Non-Strategic,Other,9.83,-1.72,22963,4,2,11,3,40,1,44.3,12101,Hourly,0,0,0,22461,82.9,0.35,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,559,0,0,0,0,0,3,559,New,Tech,40.68,-0.04,21211,10,7,1,10,32,7,90.4,23653,Fixed Fee,0,0,0,44805,84.5,0.072,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,194,0,0,0,0,0,6,194,Existing - Non-Strategic,Manufacturing,8.1,1.81,20211,2,6,6,7,10,4,108.6,27473,Success-Based,0,0,1,52176,79.4,0.079,0
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,55,Narrow,0,0,0,0,0,0,0,5.55,30,Existing - Non-Strategic,Tech,18.64,0.35,16948,1,7,1,9,4,9,91.9,25549,Risk-Based (Emerging),0,0,1,42438,58.7,0.108,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,431,0,0,0,0,0,5,431,Existing - Strategic,Other,37.42,-1.31,24813,4,7,3,7,26,10,103.6,29410,Phase-Based,0,1,0,42962,44.8,0.135,0
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,1,8,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Life Sciences,6.12,0.01,29892,7,3,2,9,14,3,48.6,14014,Fixed Fee per OA,0,0,0,22899,69.8,0.629,1
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.22,0,,0,0,1,0,1,1,1,10,730,Existing - Non-Strategic,Life Sciences,38.02,-0.47,39483,3,2,6,0,31,6,628.3,163424,Blended Rate,0,0,0,255790,49.4,0.01,0
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,0,6,0,0,0,0,0,,0,0,0,0,0,0,0,7,365,Existing - Non-Strategic,Finance,18.94,-1.28,28258,8,9,11,6,36,6,34,7082,Volume-based Discount Model,0,0,0,13762,93.8,0.779,1
IP,IP - FTO,1,FTO,Semiconductors,,0,0,0,0,0,0,0,0,12,Moderate,0,0,0,0,0,0,0,7.12,30,New,Life Sciences,86.47,-1.05,18016,3,7,9,6,14,7,58.3,9636,Ongoing Subscription,1,0,0,14462,46.2,0.631,1
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,2,5,0,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,Existing - Strategic,Energy,7.93,1.74,29137,7,9,7,0,4,1,58.4,17361,Hourly,0,0,0,31076,75.5,0.457,0
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.16,0,,0,0,1,1,1,1,1,10,730,Existing - Non-Strategic,Other,83.71,1.57,37391,6,1,10,9,10,4,569.1,86721,Collar (Risk-Sharing),0,0,1,199066,134.1,0.059,0
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,3,8,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Life Sciences,23.56,0.32,34734,10,10,1,8,47,5,345.6,103296,Caps + Collars,0,1,1,209408,100.4,0.016,0
IP,IP - Patent Drafting,1,Patent Drafting,Other,Complex,15,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.375,60,New,Life Sciences,83.25,-1.35,28469,1,10,5,5,12,3,56.9,9879,Tiered (Simple/Medium/Complex),0,0,0,18539,86.2,0.633,0
IP,IP - FTO,1,FTO,Semiconductors,,0,0,0,0,0,0,0,0,12,Narrow,0,0,0,0,0,0,0,5.12,30,New,Life Sciences,62.41,1.17,14648,9,1,7,0,50,5,72.7,18370,Risk-Based (Emerging),0,0,1,35046,84.9,0.074,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,102,0,0,0,0,0,8,102,New,Manufacturing,44.64,0.58,24773,9,4,3,1,25,2,10,2062,Success-Based,0,0,1,4550,123,0.889,1
IP,IP - Prosecution,1,Prosecution,Other,,0,0,1,4,1,0,0,0,0,,0,0,0,0,0,0,0,8,365,Existing - Strategic,Other,21.09,-1.62,25776,8,8,9,3,18,6,51.1,11893,OA + Attorney Consult (Fixed),0,0,0,19578,72,0.612,1
IP,IP - Litigation,1,Litigation,MedTech,,0,0,0,0,0,0,0,0.23,0,,0,0,1,0,0,0,1,10,730,Existing - Strategic,Energy,19.1,-0.62,41918,9,7,1,2,25,3,373.2,106207,Success Bonus Structure,0,0,1,172341,56.9,0.01,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,2,5,0,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,Existing - Strategic,Tech,13.55,1.16,24262,6,5,11,8,5,4,70.2,14150,Hourly,0,0,0,26513,97,0.469,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,2,4,0,0,0,0,0,,0,0,0,0,0,0,0,8,365,Existing - Strategic,Tech,15.81,0.8,27300,3,5,5,4,10,1,67.4,14541,Portfolio Subscription,1,0,0,29948,104.9,0.388,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,3,8,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Life Sciences,13.67,-0.27,33486,7,8,4,0,7,8,66.1,14960,Hourly,0,0,0,25140,64.5,0.725,0
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,15,Moderate,0,0,0,0,0,0,0,7.15,30,New,Other,24.36,-1.69,19125,5,6,6,2,14,2,22.5,6174,Ongoing Subscription,1,0,0,11037,83.7,0.636,1
IP,IP - Litigation,1,Litigation,MedTech,,0,0,0,0,0,0,0,0.12,0,,0,0,1,0,0,1,1,10,730,Existing - Strategic,Tech,9.87,-0.38,38326,4,2,3,3,47,8,765.8,227583,Blended Rate,0,0,0,339937,44.4,0.041,0
IP,IP - FTO,1,FTO,Biotech,,0,0,0,0,0,0,0,0,104,Moderate,0,0,0,0,0,0,0,8.04,30,New,Finance,19.46,-0.39,19763,10,3,6,3,27,6,11.6,2022,Tiered FTO Pricing,0,0,0,3880,92.9,0.918,1
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Medium,19,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.475,45,New,Tech,10.4,-1.72,17128,5,1,9,6,29,4,35,7672,Hourly,0,0,0,9940,31.9,0.673,1
IP,IP - Patent Drafting,1,Patent Drafting,Pharma,Complex,11,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.275,60,Existing - Strategic,Energy,12.26,1.92,26604,10,3,3,3,44,10,33.7,7623,Hourly,0,0,0,16894,127.4,0.945,1
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,18,Broad,0,0,0,0,0,0,0,9.18,30,Existing - Strategic,Finance,36.16,-0.87,26237,8,3,5,6,37,5,101.8,19550,Ongoing Subscription,1,0,0,39543,100.8,0.136,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,189,0,0,0,0,0,6,189,Existing - Non-Strategic,Finance,115.21,-0.77,21534,3,7,8,4,50,1,38.6,8626,Subscription,1,0,0,15095,82.4,0.592,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,1,4,0,0,,0,0,0,0,0,0,0,9.8,540,Existing - Non-Strategic,Manufacturing,44.45,0.2,34546,1,9,11,1,7,5,428.8,66519,Blended Rate,0,0,0,140016,116.2,0.01,0
IP,IP - PTAB,1,PTAB,MedTech,,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,9.2,540,Existing - Non-Strategic,Energy,12.19,-1.03,30526,6,8,10,2,3,5,363,74043,Caps + Collars,0,1,1,115519,55,0.01,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,1,3,0,0,0,0,0,,0,0,0,0,0,0,0,6.5,365,Existing - Non-Strategic,Energy,28.62,1.87,28523,9,10,11,5,35,5,83.6,15070,Volume-based Discount Model,0,0,0,28109,87.2,0.604,0
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Complex,24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8.6,60,Existing - Non-Strategic,Manufacturing,88.46,1.95,22878,1,10,3,9,25,9,38.5,9471,Fixed Fee per Application,0,0,0,19300,104.7,0.793,1
IP,IP - Patent Drafting,1,Patent Drafting,AI,Complex,13,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.325,60,New,Manufacturing,46.99,-1.79,24009,6,6,1,8,33,4,64.9,18538,Fixed Fee per Application,0,0,0,30442,70.6,0.2,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,388,0,0,0,0,0,4,388,Existing - Strategic,Manufacturing,30.15,-0.87,20958,8,4,6,3,8,4,74.6,16438,Subscription,1,0,0,24163,40,0.324,0
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,57,Moderate,0,0,0,0,0,0,0,7.57,30,Existing - Non-Strategic,Other,196.56,0.91,23152,9,3,7,10,25,2,69.4,13520,Tiered FTO Pricing,0,0,0,23702,79.5,0.468,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,101,0,0,0,0,0,2,101,Existing - Non-Strategic,Finance,66.34,-0.43,8616,2,8,6,2,49,6,69.7,19615,Fixed Fee,0,0,0,30062,56.9,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,AI,Complex,25,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.625,60,Existing - Strategic,Life Sciences,15.34,0.21,27142,8,9,8,2,39,6,28,4865,Tiered (Simple/Medium/Complex),0,0,0,9777,101.4,0.903,1
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Energy,14.87,1.03,36109,7,7,7,9,43,6,334.6,73636,Fixed Fee – Petition Only,0,0,0,134401,83.1,0.072,1
IP,IP - FTO,1,FTO,AI,,0,0,0,0,0,0,0,0,14,Moderate,0,0,0,0,0,0,0,7.14,30,Existing - Non-Strategic,Other,76.98,-1.87,22207,10,2,7,3,40,7,21.3,4261,Ongoing Subscription,1,0,0,6469,57.7,0.84,1
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Medium,19,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5.475,45,New,Other,9.97,-0.46,14485,9,10,11,7,2,10,48.1,10818,Fixed Fee per Application,0,0,0,18572,70.7,0.377,0
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.25,0,,0,0,1,1,0,1,1,10,730,New,Life Sciences,80,1.8,40013,8,3,4,8,6,9,620.9,139544,Success Bonus Structure,0,0,1,304548,109.6,0.17,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,2,5,1,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,Existing - Strategic,Finance,34.15,-0.63,30879,8,2,5,8,13,2,46,11828,Volume-based Discount Model,0,0,0,18277,55.1,0.681,1
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,3,11,0,0,,0,0,0,0,0,0,0,10,540,New,Other,112.92,1.96,36655,5,10,10,5,13,2,209.6,47293,Caps + Collars,0,1,1,107691,130.2,0.041,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,116,0,0,0,0,0,4,116,New,Energy,32.1,-0.95,16553,6,10,8,0,32,4,83.4,18002,Phase-Based,0,1,0,29203,61.3,0.024,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,539,0,0,0,0,0,3,539,Existing - Non-Strategic,Other,10.12,0.97,21223,8,9,3,4,25,5,36.7,9469,Phase-Based,0,1,0,14738,58.3,0.763,1
IP,IP - Patent Drafting,1,Patent Drafting,Pharma,Complex,31,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.775,60,New,Life Sciences,37.64,-1.72,23468,5,2,7,10,48,1,39,6727,Subscription (X applications/year),1,0,0,10350,54.8,0.677,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,715,0,0,0,0,0,8,715,New,Finance,12.4,-0.08,33627,9,4,11,5,41,3,47.3,12281,Success-Based,0,0,1,19986,56.5,0.728,1
IP,IP - PTAB,1,PTAB,Pharma,,0,0,0,0,0,1,3,0,0,,0,0,0,0,0,0,0,9.6,540,New,Tech,67.66,1.02,33948,1,10,6,10,16,3,434,101134,Phase-Based,0,1,0,219612,123.5,0.011,0
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.39,0,,0,0,1,1,1,1,1,10,730,Existing - Non-Strategic,Energy,128.66,-0.77,38370,1,2,10,2,13,4,163.8,32942,Collar (Risk-Sharing),0,0,1,62926,97.5,0.069,0
IP,IP - Prosecution,1,Prosecution,Other,,0,0,1,4,0,0,0,0,0,,0,0,0,0,0,0,0,7,365,Existing - Non-Strategic,Manufacturing,4.97,0.39,26681,1,6,4,6,28,4,59,16007,Fixed Fee per OA,0,0,0,32744,101.4,0.335,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,1,9,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Other,72.45,-0.66,32354,9,7,9,0,19,3,71.6,18767,OA + Attorney Consult (Fixed),0,0,0,34365,77.3,0.381,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,641,0,0,0,0,0,5,641,New,Finance,38,-1.22,28585,10,5,1,8,29,8,96.6,23372,Success-Based,0,0,1,36060,61.1,0.312,1
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.53,0,,0,0,1,1,0,0,0,8,730,Existing - Strategic,Finance,72.36,0.34,36463,7,5,6,7,44,6,555.2,110904,Collar (Risk-Sharing),0,0,1,235933,108.2,0.037,0
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.61,0,,0,0,1,1,0,0,1,9,730,New,Manufacturing,154.18,0.99,38534,9,6,7,8,1,3,343.7,78826,Collar (Risk-Sharing),0,0,1,131491,62,0.01,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,1,8,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Energy,41.31,1.19,27255,3,7,2,1,18,5,30,8552,Fixed Fee per OA,0,0,0,15035,71.2,0.853,1
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,8.6,540,Existing - Non-Strategic,Manufacturing,32.08,-1,27574,8,2,3,3,18,9,509.8,150363,Blended Rate,0,0,0,228439,50.2,0.03,0
IP,IP - PTAB,1,PTAB,MedTech,,0,0,0,0,0,1,4,0,0,,0,0,0,0,0,0,0,9.8,540,Existing - Non-Strategic,Manufacturing,51.46,-0.05,38054,9,8,4,9,42,8,562,99304,Fixed Fee – Petition Only,0,0,0,174067,80.7,0.058,0
IP,IP - Patent Drafting,1,Patent Drafting,AI,Simple,15,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.375,30,Existing - Strategic,Finance,99.57,-1.47,18800,5,2,6,5,29,10,63.9,14613,Tiered (Simple/Medium/Complex),0,0,0,20581,43.4,0.456,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,357,0,0,0,0,0,5,357,Existing - Non-Strategic,Energy,36.59,-1.21,22465,1,3,5,4,43,4,147.9,28707,Subscription,1,0,0,46572,53.4,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Medium,19,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.475,45,Existing - Non-Strategic,Manufacturing,33.89,1.71,17881,10,2,5,0,10,2,62.2,9472,Fixed Fee per Application,0,0,0,20063,108.4,0.435,0
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,3,3,1,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,Existing - Strategic,Finance,6.62,0.64,31263,7,8,8,3,6,5,40.5,7688,Hourly,0,0,0,13744,82.7,0.875,1
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,2,9,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Manufacturing,41.36,-0.53,37709,6,1,2,9,41,3,311.8,82620,Fixed Fee – Petition Only,0,0,0,153999,86.5,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,499,0,0,0,0,0,3,499,Existing - Strategic,Energy,76.72,-0.91,24771,3,5,3,3,34,2,69.3,20379,Hourly,0,0,0,38788,85.4,0.049,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Simple,30,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.75,30,New,Other,89.06,1.43,17836,7,10,1,8,34,5,62.1,13325,Subscription (X applications/year),1,0,0,29589,121.7,0.193,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,187,0,0,0,0,0,8,187,New,Other,8.38,0.57,27866,1,4,9,8,40,1,112.5,20458,Fixed Fee,0,0,0,34175,70,0.285,0
